publishedAt,authorDisplayName,textDisplay,likeCount
2023-10-07T08:18:00Z,@julianvalorant3440,Itu mah perbedaan absic orang kaya sama miskin<br>Orang miskin=maen judi buat dpet duit<br>orang kaya=buat buang&quot; duit/nyari kesenangan<br><br>dari situ aja keliatan ebdanya,0
2023-10-07T08:46:43Z,@aswinahmad8737,@@julianvalorant3440 nahh itu kadang orang ke obsesi ama yg namanya dewa judi dia bisa dapet duit dari sono kaya dari judi,0
2023-10-06T21:51:47Z,@arsyahrifai777,Buset.. galaak ini.. mantap om..,0
2023-10-06T21:46:15Z,@achinapex,MOBEL LEJENNNNNNNNNNNNNNNNN SEMUANYAA,0
2023-10-06T20:34:04Z,@vengeance66,pikmi ahk,0
2023-10-06T19:38:43Z,@adhaalfiansyah1483,respect saya kepada profesor money heist  mengupas bahaya judi onlne🙏⚡️.,12
2023-10-08T08:39:42Z,@fahrysaputra9705,akhirnya ada yg sadar njirr,0
2023-10-06T19:32:46Z,@ariefrobani7486,Kadang suka aneh konten bagus gini nggak trending,0
2023-10-06T19:08:14Z,@endenhadi5953,"Saya punya akun di kantor bola gara lihat donate di streamer gaming ml ,saya salah karena ter pengaruh",1
2023-10-06T18:47:53Z,@Jabz07,"Gua bukan penjudi, bahkan lebih ke aga kurang suka dengan orang yang berjudi baik itu offline atau judi online, mau besar ataupun kecil. Salah satu saudara kandung gua, sudah habis banyak sampe ratusan juta, rumah, istri, anak &amp; warisan ayah. Adakalanya gua sempat berpikiran untuk membunuh saudara gua ini, karena ga tega sama keadaan mental ibu gua. 😅",0
2023-10-06T18:41:08Z,@arisfadhilahmursyid7507,"ngelihat jamaah pengajian kalangan anak SMP saat dipanggil, ditanya2in kesibukannya apa selain sekolah sama Gus Iqdam, si anak itu ngejawab main slot :( <br><br>Buat para influencer judi online : &quot;Nih hasil dari dosa jariyahmu semua asu!&quot;",0
2023-10-06T17:57:22Z,@wahyutrianggara1624,"Ini temenku juga main om irwan, dia suka main di princess",0
2023-10-06T17:52:56Z,@MufhveusKT,Angkat biar trending gaes!!! Sadar gak sih kalian? sekarang di segala platform sosmed marak banget iklan nya seakan itu hal yg wajar,0
2023-10-06T17:52:01Z,@omankory9842,"setuju gua bang  influincer yang memfasilitasi situs judi online secara leluasa baik nya di proses secara hukum.<br>Tapi gua ga setuju dgn statement menyalahkan orang lain atas perbuatan kita sendiri,<br>Mau bunuh orang atau bunuh diri itu pilihan masing2.kalo penjudi itu melakukan  perbuatan yg tidak baik ya salahakan kenapa main judi.<br>Kalo alasannya ikut si A.ya tol*l orang yg ga lu kenal lu ikutin.",0
2023-10-06T17:41:41Z,@Blesspemmy,Untuk kalian influencer yg gencar promosiin Juday Onglen! Anda Gararoblog!,1
2023-10-06T17:28:20Z,@andre-hr9yu,"Sekarang nomor telkomsel paling mudah untuk di blast, minimal sehari 5000 nomor di blast admin mereka utk tawarkan main",0
2023-10-06T17:26:36Z,@andre-hr9yu,"Pesan gua, ini lu sudah naik ke tahap lebih tinggi bang, hembusan angin makin kuat , tolong tetap kuat dan pegang pendirian bang, ini aja",0
2023-10-06T17:24:12Z,@andre-hr9yu,"Asisten manager gua di kantor lama main slot, satpam kantor gua main slot, dan ini kntor bumn penyedia jaringan/internet<br>Gua yg ga main ikut terganggu dg hal ini apalagi ybs main sambil kerja, ganggu kerja sama tim",0
2023-10-06T17:21:33Z,@Existentialism26,"Penegak hukum yg harus gencarkan untuk menindak para badar dan para influencer yg mempromosikan secara langsung ataupun secara tidak langsung,  bukan malah dilindungi di rawat oleh para penegak hukum.",1
2023-10-06T17:15:26Z,@ardnlumbaa,Ditunggu circle yg katanya pinggir jurang react video ini. Dan ngomong coba &quot;ga semua hal bisa lu kontrol bang&quot;. Uwawauw,1
2023-10-06T18:42:22Z,@arisfadhilahmursyid7507,siapa ini bang sirkelnya?,0
2023-10-06T21:47:14Z,@ardnlumbaa,SPJ bang kepanjangan Streamer Pemuja Judi uwawauw 🤣,2
2023-10-06T22:33:54Z,@rayharddd,🤣,0
2023-10-07T01:26:02Z,@agustapratamarohim1863,"dan sirkle &quot;Ga usah sok suci,ga usah munafik,elu juga kalau terima duit dari judol terima aja kan?&quot; beuuhhhhh,KAGAK ENAK AJE,YANG GOBLOK MAH DIE AJE NAPA NGAJAK-NGAJAK DAH",1
2023-10-06T17:03:04Z,@app4208,Berharap uang kaget dari judi slot. Tolol!!!,0
2023-10-06T16:51:21Z,@therearenofactsonlyinterpr3780,"Akhirnya,, ada satu sektor yang mengalahkan <b>kemacetan</b> dalam penyumbang kerugian negara<br>Kemacetan ditaksir &quot;hanya&quot; merugikan negara 100 triliun per tahun<br>Sedangkan judi online bisa membuat negara rugi 138 triliun...<br>Luar binasa<br><br>Tapi, jangan senang dulu judi online..<br>Perjuanganmu masih panjang..<br>Karena hal no.1 yang merugikan negara,,<br>masih bercokol di puncak klasemen tanpa ada yang mengganggu<br>...<br>Rokok,, merugikan negara 500 triliun per tahun (mengakibatkan Penurunan produktivitas dan Peningkatan biaya kesehatan)",0
2023-10-06T16:50:42Z,@rizkydwi4438,Eriko lim dulu live main slot,0
2023-10-06T16:30:12Z,@amaliaazufa5232,"Setuju bang buat kalimat loe yg di awal video. Banyak bgt orang yg coba cari peluang dgn mengadu sedikit keberuntungan yg berujung buntung. Temen ibu gue sampe tutup ruko gara2 anaknya kecanduan judi online, padahal tu ruko mayan besar, tapi g tau juga kalo ada kerugian yg lain lagi 😢",3
2023-10-06T16:03:51Z,@fufufaf4,"Yang miris lagi bang gua kan kalau lagi libur kerja narik buat nutupin uag bensin, nah temen temen ojol malah banyak yang maen padahal pendapatan sehari paling gede 200-300rb dan mereka punya anak istri.",0
2023-10-06T16:00:50Z,@ombew81,"Beberapa minggu ini mereka mulai beriklan di fb ads, gila iklan nya masiv banget, pernah klik 1 iklan, sekarang setiap buka fb, buanyak banget iklan nya bertebaran gilaaaaaa...modal iklan nya",0
2023-10-06T15:52:45Z,@annas2283,Makasih bang udh buat video kayak gini jadi bisa bantu temen-temen yg kurang paham,0
2023-10-06T15:27:44Z,@indomobilegaming7704,"Ralat bang mereka bukan korban mereka kan pelaku judi, tapi kalo klah mereka seolah olah menjadi korban, itulah judi😂😂,,",0
2023-10-06T15:23:30Z,@flyereast06,Keren lu bang jadi gw subscribe,0
2023-10-06T15:18:48Z,@yudhaagung9348,Mirip the profesor di money heist kau bang..ehehe,0
2023-10-06T16:05:36Z,@bjirgeming6818,"merinding liat footage pertama, bener bener mirip anjir 👏🏼",0
2023-10-06T15:11:05Z,@mbintangsayoga,Gw Juga heran denger alesan artis2 yang promosi judi online.apa mereka terlalu bodoh mencerna bacaan atau kebanyakan kerja sampe gatau mana yang benar mana yang salah...,1
2023-10-06T15:01:29Z,@allbe6495,Bner nih dibahas aja trus biar denger tuh,0
2023-10-06T14:46:27Z,@masnazor6681,NYALI LU KEREN BANGET BANG,0
2023-10-06T14:45:39Z,@akzhagamingchanel7495,Thanks bang tamparannya buat kita semua ..,0
2023-10-06T14:38:49Z,@rokimduaempat,"Pro player esport favorit gw pernah bilang kalo dia bingung kok ada orang yang makanin duit judi dan seneng di sawer sama penjudi, dan dia gabisa kaya gitu, yang setuju katanya suruh angkat kaki, dan gw angkat kaki, player favorit gw di bully abis2 an sama yang disawer penjudi dan sekarang yang disawer yang minta maaf",0
2023-10-06T14:07:24Z,@farhanabdallah9038,Gua pernah kerja di pt dan di pindahkan ke skolah yg pernah gua skolah dan gua kerja untuk cheker barang barang anak skolah dan gua kaget liat bnyak bocah klas 2 smk kmpul maen judi online pdhal las gua skolah 2021 kga ada tuh tmen gua yg brni maen judi online apalgi di skolah jadi emng ngeri,0
2023-10-06T14:02:09Z,@Tommywelly76,"Kalo lu bisa penjarain STREAMER mobile legend yg botak itu gua subscribe lu bang pake semua hp keluarga, soalnya dlu dia udah di ingetin viewers malah balik cengin udil",1
2023-10-06T13:33:37Z,@BasirPriyadi,"Jadi kurang fokus bang, karena setnya keliatan kurang mateng dan observasi. Ter-distract juga sama hal2 yang ga perlu, kaya cara nulis di papan, ukuran tulisannya, ngapa ada tong disitu, ngapa ada lampu monitor di papan tulis jadi kayak gak 100% nangkep pesan lo bang. Maaf pendapat pribadi aja bang 🙏",0
2023-10-06T13:32:22Z,@LaguViral134,"Udah miskin main jodi online pula, TOLOL",5
2023-10-07T08:19:18Z,@julianvalorant3440,"Jsutru gara&quot; miskni jadi judi<br>orang kaya mah paling 1/2 yg kejebak judi,itu juga di las vegas/judi asli<br><br>Biasanya cmn yg miskin kejebak judol,gara&quot; mau uang gampang",1
2023-10-06T13:10:12Z,@Albanyyy3,"Kalo gua jadi streamer pun juga bingung, kita juga butuh saweria buat uang lebih, cuman ya saweria mungkin bisa blok buat kaya yg judi slot saweria gtu",0
2023-10-06T13:07:50Z,@papayen1593,Bang...lu kok mirip professor di serial money heist yak 😅 good job bang...lanjutkeun,0
2023-10-06T12:51:11Z,@mhmmdslh14,WR Udil 100%,1
2023-10-06T12:32:21Z,@aquabotol2413,Gue mikirnya ini influencer/streamer nabung bom waktu aja sih mungkin ga kena sekarang tapi sewaktu&quot; bisa naik isunya tergantung kebutuhan 😂😂😂,0
2023-10-06T12:29:15Z,@mfiqripsd,El PROFESOR VERSI INDO,0
2023-10-06T12:26:55Z,@DenisSetya-hk9ow,kyk openhimer saat ngajar sambil sebat,0
2023-10-06T12:17:49Z,@tukangojek1335,dulu kita leluasa dan dengan bangga mengolok-olok malaysia karena mereka melegalkan perjudian. sekarang kita tanpa malu memainkan permainan haram tersebut. kemana rasa malu kita wahai saudara2,0
2023-10-06T12:10:51Z,@Solwayfirth7,Coba kenapa judol masih aman di indo? Ytta,1
2023-10-06T12:09:07Z,@kdxZ__,"fakta nya emang jarang ada konten kreator yang bener2 cerdas. Not to mention, banyak professional gamers yg dengan jutaan subs, memang dia sukses besar, tapi kejadian kaya gini bisa bikin terjun bebas. Ditawarin promosi judol aja dengan bodohnya mau mau aja,  krn ngejar duit nya. Ada jg team esport yg disponsorin judol, situs bet, dll.",1
2023-10-06T11:58:30Z,@YasinR,Polisi langsung bisa ringkus ga sih? Buktinya udah ada di yutub mereka masing2,0
2023-10-06T11:38:05Z,@FIamebringer,Gak tau kenapa ada aja orang yang tertarik sama judi online ginian sampai rela gak makan demi gacor terus pamer ke kawan kawan,0
2023-10-06T10:55:17Z,@tiny334,Makasih banyak bang untuk edukasinya👍,0
2023-10-06T10:40:34Z,@ToleKirun,buat para stramere game... yang sering di sumbang orang judi... silahkan di resapi....,0
2023-10-06T10:33:02Z,@CVB-w2i,Coba dong bahas anggota DPR <br>Dan pejabat lain nya berjudi <br>Ga berani kan banyak loh pejabat berjudi bahkan gubernur bisa berjudi di Singapura 😂,1
2023-10-06T10:32:42Z,@rinduacc4409,"Mau lapor pak, dana rutilahu di kabupaten sumedang DIKORUPSI oleh pengawas pelaksana, mohon DISELIDIKI",0
2023-10-06T10:28:33Z,@ArdianYeskiel,"Ada seseorang pernah berucap seperti : mana nih ppto*<b>, gak muncul&quot; Lagi pda WD kah? Trus pas nongol makasih ppto*</b> gacor gacor yang lain nipu.. <br><br>Ini termasuk promosi gak bang?",2
2023-10-06T11:36:48Z,@mbulmbol,pake nanya,0
2023-10-06T12:50:26Z,@ArdianYeskiel,@@mbulmbol kan saya bocah polos.. Yang tidak tau apa apa..,0
2023-10-06T10:23:05Z,@mushoffaunravel6769,"Terus speak bang, terutama di streamer game ini",0
2023-10-06T10:16:23Z,@flowfl5816,"Mau 50 orang yang bilangin jangan judi, kalo udah depo pasti depo terus dah mereka. Cuma kalo ada 100 atau 200 boleh lah pinjem dulu😂",0
2023-10-06T09:45:44Z,@raynaldiarrohim,Sekilas kaya profesor di money heist,0
2023-10-06T09:33:12Z,@shidiqnur9994,Seorang fans One Piece yang menyukai figure Zorro sedang cosplay Sanji dan membahas sebuah konten dengan gaya pemikiran seperi Monkey D Dragon (Revolusioner). EPIC,0
2023-10-06T09:23:16Z,@CarpenterToys,Mirisss sekalii,0
2023-10-06T08:59:11Z,@ahong6346,"Saya sebagai seseorang yang terlibat dalam komunitas Mobile Legends, sudah merasakan sendiri betapa buruknya dampak influencer yang tiap streaming ngomong &quot;Anjing, goblog, gas ges, ca co&quot; belum lagi di ingame, orang orang dengan mudahnya berkata yatim dsb.",2
2023-10-06T08:45:59Z,@kazumasaito8692,Up terus,0
2023-10-06T08:38:56Z,@Agentbayaran,"Ribet amat ngurusin judi online blogg, iri bilang dek, urusin noh, pejabat-pejabat yang korupsi ber triliun-triliunan, mau caper gini amat🤣🤣🤣<br>.<br>.<br>&quot;Ucap seorang boch1l penyep0ng streamer yg otaknya ketinggalan di wc&quot;",3
2023-10-07T01:29:02Z,@agustapratamarohim1863,"wkwkwkwk yang goblog kan die aje napa kite&quot; yang diajak njing,ampun dah gak ngerti lgi sama penyefong judi 🤣🤣🤣",0
2023-10-07T02:25:22Z,@KenZo_officialID,"Baru gua mau hujat lu smpe kena mental, untung plot twist",0
2023-10-07T02:32:13Z,@Agentbayaran,"@@KenZo_officialID jhahah, anda tergocek. sengaja gw mancing sumbu pendek, sama org yg komen &quot;toll0l&quot;  kek gitu. Itu komen gw Nemu di tiktok. Pertanyaannya, kok ada org b3g0 ber statement kaya gitu. Malah nyambung²jn sama koruptor, udah tau urusannya beda.  Malah justru gw bilang efek influencer yg promoin jud1 online lebih ngeri dari koruptor.",0
2023-10-06T08:16:53Z,@naufalamin1480,"Report aja media sosial yg masih mempromosikan judi online, biasanya ada watermarknya di postingan reels, short, bahkan tiktok.",0
2023-10-06T07:55:41Z,@BobySimba-ij7lk,"Streamer mobile legend banyak bgt itu harusnya pada kena jga lah biar adil, pada neriakin pada sorak2 di donasi kegirangan sma akun2 judi online",0
2023-10-06T07:47:46Z,@Storystation362,"Penontonnya dikit, oh iya ya sorry ini kan fakta 😅",12
2023-10-27T23:57:28Z,@ZM777,650 ribu itu banyak kalo sedikit itu 100,1
2023-10-06T07:32:33Z,@gustifahmiriadi2677,Konsepnya mirip kayak Professor di film money heist 🔥,0
2023-10-06T07:03:36Z,@marriiooo331,"udah jelas ...ni si xiinn sama marsha botak ,brandontkent dll tangkep aja..buat pelajaran buat para gamer lain.",0
2023-10-06T06:41:56Z,@andreasriansyah2072,"Anjay, mirip el profesor di money heist",0
2023-10-06T06:39:08Z,@idrisardiansyah741,"Apa enak nya coba makan duit haram hadeh, aneh sama orang Indonesia miris sekali kawan😢",0
2023-10-06T06:24:05Z,@ferdinanwisnu3733,Ya elah bro kaku amat slot lah sekali kali biar gacor<br><br>Ucap temen ku yang dulu punya cbr 125 sekarang jadi mio gak punya kenalpot😂,2
2023-10-06T06:10:26Z,@momojisan,Judi online adalah masalah berbahaya yang &quot;menyenangkan&quot; menurunkan ego dan meningkatkan kewarasan adalah cara menanggulanginya,0
2023-10-06T06:02:18Z,@yogiprastio2238,gw nnton ini dan iklannya slot💔,0
2023-10-06T05:53:36Z,@nerdz_premz,Tobat lah pengejar zeus,0
2023-10-06T05:41:05Z,@ekarp00,Respect udil,0
2023-10-06T05:33:37Z,@chusnulanggraini8483,"<a href=""http://www.youtube.com/results?search_query=%23ayotangkap"">#ayotangkap</a> influencer judi online dari kalangan streamer mobile legend!",0
2023-10-06T05:31:00Z,@histoomuch,secercah harapan dari petir Zeus wkwkwkwk katanya.,0
2023-10-06T05:08:57Z,@Ranzyy4,"Makasih bang udh beri edukasi seperti ini, sekarang generasi Indonesia itu degen banget karena Judol, saya dukung apa yg abg sampaikan di video ini bg",17
2023-10-06T05:04:23Z,@666satanism,di tongktrongan yg di omongin slot lagi slot lagi slot lagi,0
2023-10-06T04:58:03Z,@CiusBlackTV,Profesor ? <br>Tokyo kemana?,0
2023-10-06T04:38:00Z,@vanellope3316,Harus lebih bnyak orang seperti abang ini!!!   Semangat bng,3
2023-10-06T04:28:29Z,@lymmcuyy9364,semoga cpet di tangkap tuh botakk dkk,0
2023-10-06T04:17:07Z,@shaharatoysgames,berasa lihat profesor money heist lagi jelasin rencananya,1
2023-10-06T03:53:49Z,@rianfernando4405,"Disini apa cuman saya yang berharap mereka atau para stremer game yang mempromosikan judi online dipenjara, karna korban mereka itu anak2 yang awalnya tidak tau menjadi tau, makanya di tahun 2023 ini para pemain judi online jadi banyak, karna salah satu penyebabnya ya mereka para stremer game ini...",1
2023-10-06T03:28:36Z,@nyabudulu,bang @ferry ini referensinya ambil dari Coffezilla atau gimana? kalau iya lanjutin bang lumayan tuh konten udah pasti deres yang nonton + bahas penipuan dan judi di indonesia kalo gak kuat bekinganya bahaya,1
2023-10-06T02:45:46Z,@irfan.m.syukur4809,sumpah pembawaannya buat gua merinding,1
2023-10-06T02:29:43Z,@januarnaoki9277,GIMANA DENGAN ROKOK 🥲,0
2023-10-06T22:43:10Z,@rayharddd,"Setidaknya rokok cuma merugikan diri sendiri bro,rokok juga bikin dia lebih tenang dan bisa berfikir lebih jernih",0
2023-10-06T02:29:07Z,@bimarasmana9886,Muke xin kntlo,0
2023-10-06T02:17:51Z,@ravi-ulmuharram5612,Mau nambahin bang cara promosi judi online di instagram mereka menempelkan situsnya di setiap postingannya,0
2023-10-06T02:16:48Z,@pahlevireisha7853,"Setup, baju dan gayanya ingetin sama Money Heist 😮 apa karena sesuai dengan temanya ? Mantap",1
2023-10-06T02:15:36Z,@DenNisa-wp9id,Sumpah lu keren bang,2
2023-10-06T02:12:10Z,@LAHKACAUAWK,coffezilla vibes,0
2023-10-06T02:04:47Z,@BuatYoutube-j2j,liat konten ini ads nya judol akwkwkwk,0
2023-10-06T02:04:19Z,@BACANGISM,❤❤❤❤,0
2023-10-06T01:55:56Z,@azisparas6783,Up terus biar trending,1
2023-10-06T01:37:02Z,@erennnty6336,Kere Lu bang angkat gua jadi murid lu bang sumpah org paling keren di yt dan konten paling bermanfaat semua angkat gua jadi murid mu bang,0
2023-10-06T01:19:31Z,@davidsyahputra7796,Bang masalah judi itu udah berakar dari jaman dulu kita tau dari jaman dulu yang togel dan sejenis nya jadi gak sebatas pandemi atau iklan dari sosmed yg atau endorse dari Influencer yah karna judi itu udah berakar di warga kita dimana semua berharap dengan modal yg sedikit dapat hasil besar dengan cepat sama seperti togel modal 1000 jadi 75000 hanya menebak angka dan skarang semua berubah wadah nya menjadi lebih simple yah dari HP yg semua orang punya jadi kalo di bilang faktor nya banyak bukan hanya influencer tapi emang udah berakar di warga kita,1
2023-10-06T04:25:35Z,@youumarkraine,"Bener, tapi tetep kita harus berusaha untuk mencabut akar tersebut",0
2023-10-06T05:29:23Z,@davidsyahputra7796,@@youumarkraine masalah nya itu di kemiskinan bang dan orang&quot; Miskin atau ekonomi menengah ke bawah yg ingin dapat duit cepat dengan modal kecil akar nya ini karna gorengan mereka kan slalu itu dengan modal kecil dapat hasil besar dengan waktu singkat nah menanam kan pemikiran bahwa gak ada hasil besar dengan modal kecil dan waktu instan itu yg perlu di tanam kan ke orang&quot;,1
2023-10-06T05:32:49Z,@youumarkraine,@@davidsyahputra7796 Masyarakat harus di didik lebih lanjut mana investasi yang bagus dan mana yang tidak,0
2023-10-06T08:53:51Z,@dwirahadi1,"Iya betul kalau judi dari dulu udah ada, tapi masalahnya judol itu bisa diakses semua orang dan bisa dilakukan kapan pun di mana pun, intinya sangat dipermudah. Kalau diliat sebenernya orang judi dari dulu juga dibubarin polisi sampe ditangkepin, harusnya judol pun ditangkepin sih",1
2023-10-06T00:49:24Z,@seannetra,"Sebenernya dah dari dulu, judi gelap judi bola, jaman tukang becak mulai masuk era sengsara, merekapun tetap judi bola. Ya judi online ini efek bola saju. dan dipermudah.",1
2023-10-06T04:26:18Z,@youumarkraine,"Ya, tapi tetep kita harus berusaha berantas mulai dari langkah kecil akar2 kyk gituan",1
2023-10-06T00:38:35Z,@youniverse5512,uda mirip professor di money heist,0
2023-10-06T00:38:27Z,@azmiarmiyantochaniago2529,"setuju banget bang, makin rusak ni negara gara2 banyak influencer yang menjerumuskan viewers nya untuk bermain judi online.",2
2023-10-06T00:07:00Z,@jizhekwa,Usernya harus lebih yah Pak Ferry.,0
2023-10-05T23:37:45Z,@masterkombak7834,influencer judi online harus ditangkap polisi.,2
2023-10-07T12:00:21Z,@NicubicPop,"Yang nangkepnya aja main gan, bobrok ga tuh?",0
2023-10-05T23:29:56Z,@lisablackpink4968,Gokill... gatau kenapa lu sangat mewakilkan bang ..,0
2023-10-05T23:16:51Z,@jukligaming,Udah nyenggol 2 minggu nih.<br>Belum ada kabar lagi soal kasus ini? Apa sekedar konten?,0
2023-10-06T03:35:18Z,@afrizal8275,lah emang dia punya wewenang buat beresin judi online? dia cuma bisa edukasi. kocak,2
2023-10-05T23:05:59Z,@adityasugandi8518,"Ihsan luminaire, Marsha ozawa, Xin, antimage, Jonathan liandi, doyok, oura,pascol, rekt, vior, dlar, dkk. Mungkin dari netijen sklian yok bantu sebutin dibawah siapalagi, Biar cepat ni kasus selesainya mari kita bantu abang ini menuntaskan misinya, Gw akan sangat bahagia klo si ihsan luminaire dkk ini masuk jeruji besi, Dari cara dia ngatain udil Sok suci gw udah gedek banget sumpah, Pgn gw tonjok tu org klo ada di depan muka gw, Bahkan klo abang ferry ni butuh gw sebagai sumber informasi boleh bg, Gw siap memberikan semua informasi beserta data yg udah gw siapin dari jauh hari ketika udil diserang geng ihsan luminaire ini.",4
2023-10-05T22:57:55Z,@muhammadadhityanugraha2873,"maaf diluar topic, tapi lo cocok jadi pemeran &quot;the professor&quot; money heist bang",0
2023-10-05T22:31:17Z,@gaung_aj,"semenjak pembahasan ini viral lagi di twitter kemarin, banyak gamers mole yang lugu dan naif jihad belain para pro players idola mereka yang terang-terangan promosiin begituan.. wkwkwk",1
2023-10-05T22:28:09Z,@ryansurya5211,Ga ad sensenya nyalahin orang livestream... mereka kerja kelas halal ngestream.. yg donate promosi judi kan bukan livestreamer dan terus mereka jg ga mengindahkan buat berkunjung ke situsnya.. elu sendiri yg berkunjung ke situsnya.. pada dasarnya elu bangkrut judi karna kesalahanmu sendiri..<br>Enak x lu yg judi lu yg nyalahin orang.. hadeh&quot;...,0
2023-10-05T22:54:31Z,@agungpoe9897,Eh kocak. Mereka ada yang kerjasama sama tu situs . Cuma disuruh ngomong situsnya pas di donasi. Batu bgt dibilangin,7
2023-10-05T23:01:11Z,@larissalon7,Bilang gacor sebutin nama situs udah termasuk promosi. Apalagi di ig botak juga promosi judi<br>Fans nya udah gila ke cuci otak.,4
2023-10-05T23:02:36Z,@larissalon7,Terus kenapa hukuman pengendar narkoboy lebih berat daripada pengguna. Harusnya urusan  judi juga sama.<br><br>Surya surya punya idol kok promosi judi haram dek,0
2023-10-06T00:01:05Z,@youumarkraine,Gak masuk akal logikamu Surya,0
2023-10-06T01:40:39Z,@ArieKee,Dongo,2
2023-10-05T20:54:57Z,@slalusalah5622,@antimage,0
2023-10-05T20:48:36Z,@tanpanama2587,"Udah capek ngomongin temen yg kedoktrin judi, mindsetnya tetep berharap bisa kaya dgn berjudi, tolool asli, sekelas judi onsite macem k*sino aja, bandarnya cari 100ribu cara buat curangi pemain, apalagi cuman online bermodal app dmn algoritma semua bisa diatur sesuai dev nya, ga abis pikir ama kalean ahahahah😅",1
2023-10-05T20:31:56Z,@alizarincrismon2539,"keren bang ferry, btw mirip sama professor di money heist wkwk",0
2023-10-05T20:00:09Z,@Adios-km4bh,"Gw akhir-akhir ini tertarik main judi. <br>Hal yang pertama bikin ke trigger itu karena teman sendiri, yang dimana gw liat mereka bicarain judi Mulu dan Heboh saat jp(jackpot). Disitu gw mikir sih kaya enak juga ya main judi, bisa sampe dapet berkali-kali uang nya. Logika sederhana gw kaya, Gw beli chip 20k(300m), yang dimana 20k itu uang yang pasti gw keluarin sehari-hari. Kaya mau ilang pun gw gak masalah gitu. Gw pernah maen modal 300m sampe ke 16b. Disini awalnya juga main bukan dari website, melainkan apk seperti high domino. Gw seneng dong modal 20k bisa berlipat - lipat gitu. Tapi di lain sisi gw ngerasa kaya ada yang aneh sama diri gw, tapi tetap gw lanjutin, sampe akhirnya gw beralih ke judi website. Disitu awal depo cuma 100k, terus kalah dan depo lagi 150, Jp 1jt. Di situ gw ngerasa kaya hidup gw di penuhi keberuntungan banget. Dan dari situ psikologi gw mulai ancur. Yang dimana biasanya gw cuma ngeluarin uang 20k perhari bisa sampe 100k lebih buat depo atau beli chip domino. Dengan asumsi gw bisa untung banyak, sampe pada akhirnya gw ngerasa gw udh gak nerapin strategi awal gw yang 20k perhari. Mulai dari situ gw tau kalau judi daya tarik dan pengaruh terhadap psikologi luar biasa banget. Kebanyakan orang tergiur karena liat teman-teman nya Jackpot tapi tanpa sadar uang keuntungan mereka itu gak sebanding dengan yang di keluarin mereka. Dan pada akhirnya gw milih gak main judi lagi. Untuk teman-teman yang ke trigger atau ngerasa bisa ngatur startegi bermain judi, mungkin tergiur dengan feeling, intuisi, atas kemenangan sesaat, mending pikirin lagi deh.<br>Salah contohnya saya pernah liat streaming judi di Facebook di modal nya 50jt maen zeus, kalau gak salah jp sampe 500jt, entah apa yang bikin dia bet terus. Dan narasi di streaming nya dia bilang dia yakin bisa jp lagi. Sampe beli skater 15jt berkali-kali, sampe rungkad. Bayangin 450 jt keuntungan hilang sia-sia. Otomatis disini psikologi dia ancur banget---------dan pada malam ketika dia ingin tidur dia berkata &quot;besok gw bales kekalahan hari ini&quot;,  padahal hari ini itu kekalahan dia selama-lamanya",2
2023-10-05T19:48:56Z,@bungaalif1839,Ler ler wkkwkwkkwkwkkw xx toto gacor banget cokkk wkwkkwkwkkwkwkw,0
2023-10-05T19:32:27Z,@aerene445,"halo bang ferry, sebelumnya gua mau terima kasih udah berani bicara banyak tentang hal ini.<br>gua mau share pengalaman buruk gua dalam kasus ini,<br>awal tahun 2023 gua mulai kenal judol, depo kecil2an mulai 50k awal2 main selalu lumayan bagus &amp; sering dpt kemenangan, trus hari &amp; bulan berlalu mulai ancur sampe pd akhirnya dlm sehari gw bisa depo smpe 1,5jt &quot;masih inget waktu jam 3 dini hari udh terasa hopeless bgt&quot; lalu di deposit terakhir hari itu yg kalo di total 1,7jt d berilah kail untuk gw yaitu maxwin total 5jt, trus bbrp hari kemudian masih lanjut diberi kemenangan yg kalo ditotal bsa sampe 10jtan &amp; sebulan setelah itu gw udh kaya zombie jam tidur ancur, ling-lung buat nyari kemenangan semua situs, semua server, semua provider gw coba malah makin ancur... yg tadinya gw punya tabungan sekitar 30jtan habis dalam kurun waktu 2 bulan.<br>Sejak saat itu baru gw berhenti main. perasaan penasaran ingin main itu masih ada, bahkan konten pembelajaran lu itu malah seperti membangkitkan keinginan gw lg utk bermain.<br>tapi gw harus blg ke diri gw kalo udh cukup sampe disini aja, sudah cukup gw yg ancur <a href=""http://aja.gw/"">aja.gw</a> jg bersyukur, gw bisa berhenti disaat tabungan gw habis, gak sampe kelilit hutang apalagi melakukan pencurian dll.<br>buat temen2 kalo ingin bertanya gimana caranya berhenti judi, ya seperti judi itu sendiri, gak ada kepastian. semua berawal dari kemauan diri lu sendiri.",1
2023-10-05T19:27:05Z,@pitbullhirez8576,"No body came to save you, save yourself !!!",1
